Student_ID,Study_Hours_Per_Week,Attendance_Rate,Assignments_Completed,Exam_Score,Forum_Participation,Library_Usage,Past_Failures
STU07093,10.76554258312213,77.13644120212749,64.76505759088867,67.6073008421079,7,12,0
STU00933,21.230689431545194,96.14796065443248,100.0,79.54336815671375,22,23,0
STU07218,15.473895859481589,62.70846083506762,63.01894654793382,73.00757529548487,9,8,0
STU03685,24.223135058910007,90.19443411834567,95.84878132342595,80.89737979690135,15,32,0
STU08369,9.627161823052013,79.99820089813318,74.57036489607698,74.31573492079661,11,6,0
STU09479,12.049310795385182,72.19213526510936,43.68384814425463,67.00746262223029,6,8,0
STU11725,16.596026406170445,78.50829134451608,81.46619399403323,49.75765916729739,7,15,0
STU07418,13.465942630084182,58.24151978831231,72.72808103352618,64.89334664824301,3,8,0
STU10505,25.0,85.16707947080442,62.514544401449534,55.32096070568409,4,6,0
STU10516,11.561480182496476,72.84127496502241,76.4290870060091,67.62446504690402,8,13,0
STU13510,4.132918055148247,36.277257208495044,39.247207146190554,27.69294410208649,0,6,1
STU07173,15.464125608968214,71.41374249171558,78.16077757112741,65.12815844962785,7,8,0
STU03329,31.519370729656895,94.01438833373437,100.0,87.69250533767872,15,18,0
STU05024,10.931849893004726,69.65483856185877,78.05452576317717,81.0599191709895,4,20,1
STU02215,23.006491087584052,95.2321228482825,100.0,91.54031503677444,16,27,0
STU02217,27.833801905588288,98.20592665877025,83.34679122988751,80.98640848595832,20,25,0
STU14796,1.1281276834281915,41.913436035635826,29.92718276491967,45.4600098074079,5,2,2
STU02860,30.00663067399796,94.73082327101666,88.77865431010615,86.95783042325385,19,24,0
STU04025,14.140233671484456,75.40774174079745,71.79939872834746,61.140189227656094,9,6,0
STU02761,29.278676604304206,93.57512988643587,85.48822563287591,86.34058375830479,12,25,0
STU03291,24.15727042048221,96.17565988682634,84.08497383408223,90.19215206020931,19,20,0
STU10044,5.0,76.2604535716511,76.74601346970707,68.35140072938562,9,10,0
STU02627,24.589316682229768,97.96028485244847,88.46819355749672,95.36008357564887,23,23,0
STU04610,17.13902532648752,65.86573613039148,68.57158773941158,62.33040508617382,9,3,0
STU13284,6.501603465672693,64.61836780946692,49.71344779339825,38.2134545689509,0,0,0
STU12473,8.79808161228982,75.0,32.49124737687186,49.735243284842866,3,2,0
STU11740,16.135762187874423,72.75789030845937,63.02671695506187,68.08980814120946,13,18,0
STU06662,15.81452952460102,69.92026085965233,64.82790751386263,71.70143786586723,4,12,0
STU13940,7.3219336785871665,43.44503967064535,38.62562831845888,33.807524496541866,0,4,0
STU07360,17.7711619641914,73.20647107822441,71.41551528496932,78.62888217136225,12,9,1
STU03205,21.37056208084003,95.89758686654027,90.53346526381357,83.43738959864694,23,21,0
STU11753,12.43715671983102,72.64554259854913,57.62234012942044,64.52865075153066,5,5,0
STU06127,19.84878637562175,75.4097687371831,70.08761296128267,79.9062495243161,11,9,0
STU14630,7.700277942259863,38.39565067915833,0.0,33.047357356558024,0,1,1
STU02679,16.15868245249257,96.75346636594239,84.47218190973827,81.67024541109089,13,28,0
STU03709,22.527364577738602,92.6383709366448,93.61551922668386,81.31522645783704,9,22,0
STU09988,12.260183462459606,72.00284786244022,70.1143763250543,70.13053727748559,7,10,0
STU02806,35.17374579076295,97.46469237387385,97.4612200583407,85.17972775700225,23,26,0
STU01454,27.61661891364294,92.59822897295568,89.52392091258217,91.15202542181206,21,26,0
STU14422,4.9238973360334075,50.42346399317803,15.907588470036735,59.051427966134526,4,2,1
STU10000,11.853148929567226,81.79854478669098,82.58533240680069,60.58599368002343,9,21,0
STU02320,25.461907294994848,93.80091052749202,68.70556844226188,81.33215248158952,23,37,0
STU13883,0.5035144096334312,57.43675116519593,51.79284701512736,30.093796266603825,1,3,2
STU12609,9.000162591218995,48.24675400689532,46.24119986886378,49.909935623657226,2,4,1
STU07334,18.05585631185268,63.68477195434726,58.92836021933291,65.3362948951043,9,8,1
STU03652,30.68267427887384,99.03231708126336,95.79667055755155,97.39745624437128,20,23,0
STU02289,26.410002712772556,96.1291656856676,94.17552472752432,89.68848984734363,27,17,0
STU03624,27.59751407096713,90.0139178659684,98.3563583857065,93.03846204827482,28,23,0
STU13619,6.328226618769241,46.81477482764039,29.939301986966637,45.99395490684704,2,0,0
STU04879,11.257853480697273,73.00045126990744,58.31887600366969,63.49426891577933,11,12,0
STU01714,25.686706622825522,98.56892793645571,94.76496275721156,89.62746781071428,25,26,0
STU14506,7.448742547403276,38.87965139218404,27.614289149487945,52.244334057020644,3,3,1
STU03590,26.68178368735307,89.71525271823606,100.0,95.44364210875025,22,20,0
STU09467,12.934090402105253,79.73067744078077,65.57657148589159,62.90681396672407,10,16,0
STU05156,16.540711830141987,74.31716255225044,68.11443874297991,74.10192925473265,8,13,1
STU12595,4.099377514577802,27.73964278643174,26.07347406208374,47.56273404792183,1,4,0
STU13674,6.7578325592146395,66.60032251275206,27.58485442465716,54.49467881965748,0,0,1
STU03670,22.6090665138315,94.9904724296986,94.35674096754698,77.39411273700242,12,25,0
STU14325,8.57618642159898,46.08234739833242,60.52613357836584,56.19334820582684,0,2,0
STU13525,0.44747376084859347,39.129411979350685,41.029188866493136,34.82974791695679,5,4,0
STU08385,6.281553891170093,87.49861554356468,60.791175095049795,53.584151350093535,3,5,0
STU14211,5.758434034482241,42.9562851104169,33.07797715952239,41.124729971770634,2,0,1
STU04388,13.508046169848994,77.58968121440361,68.75803994230428,64.44881610159601,5,12,0
STU09124,21.540587411283923,75.10408089833004,61.89886009145485,65.98296688826632,8,13,0
STU07895,13.718738417148678,82.07413046572609,52.979215514545835,69.41979580014844,2,6,0
STU01490,28.13438531764511,94.85370304447065,84.0917679370728,100.0,22,24,0
STU01607,24.61880491339701,99.49064082155257,87.11131950018626,88.5556541760657,11,27,0
STU08595,11.03203133222285,86.02516492509582,81.25984674363409,71.79938957818827,8,10,0
STU08529,14.550701857332141,70.10673993060745,59.45572593634798,55.76138700327408,6,13,0
STU01403,19.71081690694883,95.78230045244919,87.37430321424196,91.7708458760245,19,25,0
STU09388,12.582893834654975,84.9768430773862,67.67483455051004,62.41946755134983,4,1,0
STU03520,20.225179821784984,89.43424838134202,96.85333210791904,100.0,14,26,0
STU03298,25.75342114425957,92.69284967723988,88.53618987806227,100.0,26,16,0
STU01007,29.312717423075853,89.91507968445016,98.56185918644788,94.90383722242996,24,32,0
STU02792,30.953643244899226,100.0,90.95988821395895,90.25008724330145,30,31,0
STU02705,28.341240619706763,98.2825005068454,100.0,89.87182576535113,17,28,0
STU05614,15.190321280758852,80.20442297474247,57.50614145562451,73.51409315860573,7,13,0
STU14031,5.442667712678476,60.48887874916172,34.86923504381342,30.02692122787254,2,5,2
STU05684,17.17501695407166,74.41749377725934,52.36311619011164,70.66280142226327,6,18,1
STU12288,4.095200857998999,49.53744683710124,42.877993335904954,50.307802714972766,0,0,1
STU05401,14.505285091827158,59.719355884681455,58.01410458461138,53.54406306630156,10,15,0
STU02358,28.81972681857733,94.8652413855367,81.4464395778576,78.41128626542267,14,39,0
STU14681,7.893286555168617,70.62824804103565,41.56300421488784,37.67763387311963,2,3,0
STU00291,24.477753907312643,94.49353483042997,92.56041730490546,96.97126981564914,15,26,0
STU12535,5.465646237157845,62.010089449695286,38.35539304138912,40.95957062343743,1,1,3
STU05909,13.965375811745842,71.06155340021219,53.6552608244249,65.71942322076308,9,10,0
STU13819,7.788914485844348,40.21475633824371,63.08420934540413,35.95737425656303,0,4,3
STU06595,15.955184576922893,68.72167270605429,66.34255236678173,68.21835554400222,6,10,0
STU00089,26.29861250860741,92.28705012468677,97.108739670219,80.03087962638624,19,17,0
STU12999,4.640906890631951,34.144071035905164,23.386692904438753,46.63720378877155,2,2,1
STU02233,27.271657165761145,91.94347259187604,94.8801317219058,88.63109190427059,21,20,0
STU08274,18.30642914075004,79.45105800074413,66.95574640928818,76.78096057154903,15,10,0
STU09323,8.430578540412641,68.74924108254261,59.02919661669184,79.82412113158966,5,11,0
STU07965,15.629063298873088,64.58615311366067,46.615051595071435,79.83988512767041,6,13,0
STU09038,12.286503287508891,68.4769375472832,58.9675841292704,60.891417047366595,6,10,0
STU11409,8.08437199380058,89.96731192094033,81.29232538369504,76.41743864955409,5,1,0
STU08392,22.279057666500083,76.96059064904777,75.90382163840123,64.21946579322042,12,6,1
STU11750,15.313686267200909,69.29973774615189,49.511049044533564,72.31748582953337,4,4,1
STU01057,28.454554786960962,93.66557948548854,93.112229495625,89.72926265805569,15,24,0
STU00904,22.14842966106767,91.46267535691146,92.2712217894587,82.85755358595306,24,24,0
STU14221,5.101292628433693,60.37892514868365,24.76671397215283,50.2939638354034,1,4,1
STU13627,4.5000715909596005,39.8106675634924,26.40746781560486,38.04886189391824,1,1,2
STU02040,24.21748084895395,93.34478644450311,100.0,85.42136187932715,25,22,0
STU01612,24.43205943189475,93.8522484718327,84.60059347424581,91.61265473489185,20,27,0
STU14520,7.3215473238734585,37.41353222701345,41.82881617002365,36.246815908956556,4,5,1
STU00737,26.310334045433628,89.1513148467369,89.1932045593882,76.68991343969351,26,18,0
STU05964,9.654440647707428,77.08489931123715,60.80440815705321,79.2157312595767,5,9,1
STU11876,11.588896444229269,80.44822942007096,57.326097247820826,68.83363513874042,15,10,0
STU07309,12.55664870147324,71.26700737960353,79.78026409548902,69.35809889957604,11,7,0
STU09053,13.410110066142419,71.86856175197032,76.64984109268876,63.27697975432555,11,10,0
STU06178,10.9089898755802,79.58486511548301,56.77474805147574,61.073793489503764,7,12,0
STU13556,2.973602914170147,46.97350843274469,9.927011306576155,56.639719028149884,3,5,0
STU02865,33.992074895824096,92.44169641229021,92.37376096211977,85.80258432852946,12,30,0
STU10057,15.873563472568978,67.31807906048215,77.38167814307592,67.23440231132481,4,12,0
STU01419,21.998306704967565,96.78061829687957,92.02448093390858,93.50773771492044,21,27,0
STU05915,12.124757123222595,77.15162843501406,52.75556934752727,61.025091139477375,1,7,0
STU04149,16.191500947978806,83.14234389763271,42.32441656790698,70.64682302610197,11,16,0
STU13110,12.24749068568171,67.78391304303129,20.705059537536684,51.56118083463706,0,1,1
STU13686,5.958310222981685,48.987606702080186,53.71910108085824,49.6357996087538,2,1,0
STU01011,25.24664082897422,97.16734095566294,89.07775313436892,100.0,20,23,0
STU08635,14.405591157052331,76.47818672921261,71.3746062151416,68.312499456962,9,14,0
STU07589,18.172542943368818,75.14233059141532,71.40682067589462,71.3905851607765,8,6,0
STU04190,20.083998596557503,79.59019017942416,61.29931347760225,59.885376890862254,4,9,0
STU14954,5.519224917017938,51.431568869332516,11.566043211179021,31.900565706702942,0,3,0
STU10529,14.694945517758764,77.42609306865057,51.358372883656415,57.634818118920364,7,0,0
STU09825,23.994270055062174,59.11841617427786,54.725346572477505,60.57774243005685,4,15,0
STU05146,9.657981126611826,72.6306387066749,67.16076226224706,65.09387670283428,10,8,0
STU08938,13.242487156705396,76.09094788488737,76.0180749041386,71.90668353394108,8,19,0
STU09616,7.179642201187774,68.73557582545068,61.93664062265108,72.04630552973484,7,6,0
STU08701,11.141354707047572,70.35876614442694,60.40806245458999,59.39992509195193,13,14,0
STU03801,11.561702240907486,75.9234872592105,61.69446812633112,73.30475217072275,11,14,0
STU10382,17.49804249451128,88.83484107918605,73.22836813304414,59.964969337351526,4,11,0
STU03746,15.0,94.70610280370974,90.8809705551543,92.93196922356286,17,20,0
STU09074,10.136421274645969,79.60919304682648,43.610020475103504,76.50976255794583,1,11,0
STU11362,14.182164270593981,86.09080338066518,64.87139341090813,67.86811626620508,5,10,1
STU08049,15.881093787471848,64.88312521128587,72.68089050270164,76.25600359053415,7,7,0
STU01386,20.486728200060902,100.0,93.93656536230374,84.89414951591061,24,29,0
STU10183,11.160128459740886,66.81857195882466,54.084424722658554,71.72422003471908,12,10,0
STU04873,11.085582738575525,86.71271480535042,49.38033404054819,75.3026252886893,9,6,1
STU00736,21.65827402576599,94.81677298594288,83.53247493086678,75.01163389504237,21,28,0
STU05713,18.877070308726694,89.4830209211062,76.9125431945916,73.29272325682572,6,11,0
STU05423,13.898845148513594,62.17469307426071,64.08369215635777,75.09264451791782,9,9,0
STU04013,13.524337394093635,64.45075272625706,63.06144843702716,72.25790189481214,11,16,0
STU02859,25.439821387371378,97.73138330735553,86.31783281350474,100.0,13,36,0
STU09897,15.392731108573516,75.04146742176167,55.117466888618054,70.4222927134964,8,15,0
STU04537,12.078966849903336,65.25295517807339,68.59386077320504,64.17976117601037,11,10,0
STU04581,14.810486383423799,85.8808960840545,76.05338338010117,55.076664445850696,4,15,0
STU07656,13.767267274168493,67.89795451151248,76.90326201406391,70.99888971268014,11,12,0
STU05999,11.579580305602322,80.21833158907911,71.18523971074659,66.00449381524186,17,16,0
STU00885,23.71349999691105,98.24633693897943,90.96772707896173,84.89002695399364,16,19,0
STU09027,15.134080079540222,80.83710165739917,70.33081200070758,54.23365216660987,7,12,1
STU03234,18.129132738142285,94.76549019159262,97.82037899032497,89.10617001141384,16,23,0
STU05602,14.22908534756684,66.62757306273426,55.293259979434815,71.83813079241948,12,11,0
STU02418,28.9834208004581,97.15418613151161,96.31233197402207,88.06792817629557,20,21,0
STU05359,15.984646523555238,54.22052387024999,67.29121343518042,59.63111519913999,11,1,0
STU11010,14.188719540547858,76.21697373815155,56.58596648498727,62.98035440574513,12,6,0
STU04949,21.870622489394,73.99467079331406,55.016290563620075,53.715981845558076,0,12,0
STU05934,20.367546272531165,74.91031975892037,68.27487757124844,61.02104965149294,15,10,0
STU02920,19.869659586294212,94.46080245796963,92.57331311800681,94.17978900730648,23,26,0
STU10839,12.972390124973215,62.343783798970165,86.04034477365413,70.79201503321715,7,8,0
STU05599,6.271852199655364,65.37750113162465,64.65446994061317,71.03417392355176,9,6,0
STU03699,29.9554643829902,92.19190246085546,83.14466357587796,89.74130072931749,21,21,0
STU12168,9.905124412823916,75.0,21.589792241410525,41.76321443767726,2,8,1
STU09956,9.916215316800185,67.8887586457616,60.24399546547924,71.61265110633673,10,9,0
STU14085,6.8514479781382525,52.00638153759965,34.109647190305466,28.333057210578943,0,5,0
STU06881,14.335287165258489,66.33032077873952,58.96677615321097,74.02576333551403,8,14,0
STU09159,21.719265229409622,74.97107099750538,68.2216898398367,70.0869100213645,1,11,0
STU10217,19.43845701721701,69.70497565096893,57.379160617428965,73.35936277439043,8,0,0
STU04402,9.75230733345262,74.10773341295717,52.90515514510352,66.26049026829317,5,12,0
STU10805,20.09960607910678,77.64630407198176,61.621869985429406,58.07469170412329,4,14,0
STU05932,7.84164451328828,71.99625763486107,69.03792315754944,69.04937307962187,9,10,0
STU01523,26.220492217511932,95.82173326054154,79.81462028660921,86.81153159316945,19,31,0
STU11307,17.965492765459313,74.54575491451985,76.94681821558531,81.09873488874726,10,8,0
STU02563,25.855197463185736,95.40103651471287,78.42947011907022,92.15244832864981,25,31,0
STU02129,23.7829676260244,95.34571960091606,100.0,93.87649944727113,23,29,0
STU01087,33.461732862316026,95.43297941517811,70.37321562314114,92.03613487653732,18,24,0
STU01963,27.895307863473352,96.40127283198072,100.0,86.00980865817645,12,24,0
STU05621,15.784086192928353,66.26082619442772,80.06984367305077,65.79077041777475,6,12,0
STU14991,1.7039622729934596,53.73427829579885,14.963848244835951,57.29753921041335,4,0,0
STU12838,4.514400699446346,59.928746814137455,44.40349544363236,43.31197123288996,1,1,1
STU03066,25.792748265798213,98.5263620370174,79.1549327754977,89.54370655381774,16,30,0
STU12723,12.804904241158177,55.54062478960953,53.5203695572986,27.63977139173551,0,2,0
STU13287,7.555210050571231,43.49926598714172,35.14421903744993,48.92345515163581,0,4,1
STU03616,29.910576560825305,97.9274439608076,100.0,76.75688089239411,23,13,0
STU11374,14.999710835727285,59.12300832929608,49.737991709904804,70.58819780325395,13,6,0
STU12364,8.245814161342032,47.242537820271465,32.75100588968669,29.487862275168247,2,1,1
STU08291,11.882295301224573,84.14031289074276,87.04708758989548,78.53566671031919,4,10,0
STU09069,13.458692487573774,77.96683809936962,78.917409771201,77.41393283755676,7,8,1
STU01347,24.586511274908005,98.40857412392762,94.87244074784293,98.00537516503614,16,31,0
STU08770,17.722260045354425,71.58810916169881,83.2215138060245,74.63913887146595,9,7,0
STU11194,20.28407077139339,86.75205653664275,63.425255011203724,59.87134012922733,15,12,0
STU03571,26.248535806112695,85.36113916845493,98.36025435028027,96.70901648937124,19,25,0
STU01122,20.96204329950852,94.32958248428918,83.64130948877543,100.0,28,19,0
STU01534,15.0,93.6253309122305,100.0,87.1436246533328,17,23,0
STU02944,22.165118044978605,97.86249354257278,88.98579624209715,81.15029592173798,15,28,0
STU11829,10.904492058203456,79.64214495615064,60.917150927563064,60.08185475851624,13,14,0
STU09361,18.62807258350272,73.19914367422602,65.8481266916437,61.49203079403521,9,1,0
STU07013,7.723985023696254,82.4814123738397,64.57736085292757,65.63174963410745,10,3,1
STU06889,16.10512986789772,69.04024205062309,38.907513446558006,61.32739549696768,0,6,0
STU11337,11.89846626160961,80.98929794547674,71.93279502089966,61.22015384707061,7,8,0
STU12465,2.4293093172904765,47.10215198153923,9.558793520814532,43.477216992379645,4,4,1
STU14943,5.475748654253329,51.93932987101503,68.34871840502116,45.55189841068753,1,4,0
STU04246,5.776110445228989,79.90701444826307,57.98155472628445,70.4103766264525,8,8,0
STU01633,25.901525256687517,92.13159289112438,87.27345321526856,97.47024604933954,19,27,0
STU04063,13.34502901083514,76.92328970934925,56.73830045610822,71.40326903534867,2,5,1
STU09376,14.613772102011609,81.42385865955643,63.35385439640968,58.497312290723485,1,7,0
STU13010,5.658906533819721,43.2702037322745,43.21934705081229,48.59024338984113,1,3,2
STU11888,18.119539889465894,70.92997789158127,62.89414086317848,65.01307896156787,5,10,0
STU12460,4.4954327751582355,32.483073728203635,14.135117069817557,42.184957295679226,4,0,0
STU05768,13.532348795083625,73.9571709261906,71.064258054982,62.64923409900883,2,0,0
STU03015,27.14363996647034,94.3870783741995,97.41510563584572,89.34410245658376,20,26,0
STU10472,15.365379577913496,78.87182660447316,67.91710989510565,65.55786298430749,7,15,1
STU03729,26.616969275328437,95.1502704457124,96.44685161241485,89.60178096473967,13,27,0
STU13318,0.0,52.98396550500647,12.870507835058433,32.94745465342814,0,5,1
STU03853,14.067679196667001,69.03103189931971,79.02362653450226,91.54202116804349,6,3,0
STU06162,10.274217553415774,85.65316676342302,71.66701819593133,75.91123425872034,0,13,1
STU00100,30.187699721289498,93.46995080343576,89.84100051765303,84.12741770530616,17,27,0
STU12062,6.901380903749538,50.92848708414101,41.02533992154589,46.514518451412954,8,5,2
STU08123,11.859711584731093,62.864206904954365,68.7829091464933,69.66029993228211,11,4,1
STU14316,1.829714558747801,64.44304229559555,26.416959545312103,31.02547732270321,1,3,2
STU11821,17.09237265178501,71.11587637904553,68.5920526011041,59.300421035667384,12,8,0
STU08374,13.94519989464625,71.73599535783663,76.18295932253659,58.78534046914686,10,10,0
STU01036,29.919261718030732,95.37765959172998,88.18758861424607,82.17246333719717,15,15,0
STU14618,4.348674802016057,41.57428659230928,29.071770600127547,34.83861431179555,3,0,0
STU01745,23.660506329207507,92.8736653918355,85.44526725812341,96.95083197883997,26,30,0
STU04897,15.987942878495117,74.40981709016246,62.7973899702911,75.59123164849669,4,8,0
STU10476,17.526932088156226,79.30229319569763,76.8946429073624,63.11674747141008,5,7,1
STU04011,8.568703973466825,79.97712778960512,70.52377193009345,65.72024392969449,9,8,0
STU03920,12.494435980913995,63.71146115327656,60.17087152771609,73.39385434002767,4,8,0
STU01587,34.23933497851051,98.57158893115303,90.39451825299736,87.57182485882004,25,36,0
STU08901,15.807170338490113,70.57000980141301,61.50610676606501,76.92384344629626,0,14,0
STU04666,11.704954886491727,68.61157327674124,46.56990320711185,59.176604563653214,4,8,1
STU09605,11.922118774771059,68.12681595029089,66.33104774784634,69.75404526886818,6,16,0
STU06551,5.0,64.33882348410906,86.58886379707369,77.4365392634538,5,4,0
STU00287,26.659901652845072,95.5714990393372,97.67561453711231,87.38708177658094,22,23,0
STU13776,2.214000399170691,50.246706285950076,36.67943733581309,27.805258694268062,1,5,2
STU13464,5.733894015077443,46.99501226971276,37.18997670181321,41.73370095923934,3,1,1
STU14750,3.3966454400102624,43.14639017884917,44.68734125195472,36.459740822148646,4,1,2
STU10950,12.562326985748415,63.27440923363082,55.74879467284801,67.96265926442679,5,11,0
STU13325,6.897440426058366,45.473696386214755,36.90574370899023,63.95196495108402,2,5,1
STU14439,4.913361737180902,56.768139469997806,18.887961755213475,58.26385634778761,3,1,2
STU01624,29.61522413613381,96.218282056546,85.48677394721918,83.00878800020827,12,26,0
STU13414,7.052666151477236,52.349860922544295,22.314644145400496,52.62593439616853,4,5,3
STU00352,20.496896326760655,96.91517577682515,89.37105219400813,93.61912458649405,17,24,0
STU14354,0.0,47.37344798023596,25.800347105658233,38.43661121137505,1,1,2
STU03617,33.78246640837659,96.46360050108802,84.38456921858997,94.68133484760861,17,26,0
STU00567,27.527946209179373,99.46733932498486,100.0,87.57361546089624,22,28,0
STU00915,15.0,97.23545259285446,93.07333132796674,92.57005230396435,16,22,0
STU04550,17.572516565113542,74.96063732005412,55.75465169604766,80.13852905920179,11,9,0
STU05782,13.632104620332056,80.54847406504102,67.95656943473749,66.29499537343257,2,10,0
STU02958,20.281991420403344,91.48649699659629,100.0,83.77534982155005,29,8,0
STU09225,15.06635164372413,65.69770198709837,47.959399752242575,85.95509531936398,8,17,0
STU07835,15.296630484478614,86.68572561273928,70.04527215750745,71.17720801846049,5,6,0
STU11002,14.14942580288431,70.34458116538404,60.29838445532189,47.94747828413216,6,11,1
STU13959,0.3313759460414136,33.651749880767696,14.601042064938916,42.30088260398897,5,3,0
STU07744,16.16989678407559,82.56053618164051,40.707805708103436,62.24490434859639,5,12,0
STU01580,15.0,95.09486592173074,94.17346867600024,99.54477445302751,20,31,0
STU13888,9.767593384900414,54.752290211263585,43.07485513558072,50.543251255383325,2,2,2
STU01399,22.053731346024662,91.23979484511494,95.16731376766437,89.29696797015374,27,22,0
STU01531,24.524259384613398,93.83456027968556,90.2719886274151,92.00379089805715,19,24,0
STU13881,6.297460980448728,72.20277924725302,19.66882240055839,43.582094597456795,2,1,1
